,番号,先進医療技術名,都道府県,実施している医療機関の名称
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,栃木県,地方独立行政法人 栃木県立がんセンター 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,東京都,日本大学医学部附属板橋病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,東京都,日本医科大学付属病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,神奈川県,公立大学法人 横浜市立大学附属病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,東京都,東京都立駒込病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,静岡県,静岡県立静岡がんセンター 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,大阪府,関西医科大学附属病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,大阪府,独立行政法人国立病院機構大阪医療センター 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,愛媛県,愛媛県立中央病院 
K,42,ニボルマブ静脈内投与及びドセタキセル静脈内投与の併用療法　進行再発非小細胞肺がん（ステージがＩＩＩB期、IIIC期若しくはIV期又は術後に再発したものであって、化学療法が行われたものに限る。）,東京都,東京慈恵会医科大学附属第三病院 
K,埼玉県,埼玉県立がんセンター ,,
K,埼玉県,埼玉医科大学国際医療センター ,,
K,大阪府,地方独立行政法人大阪府立病院機構　大阪国際がんセンター ,,
K,高知県,高知県・高知市病院企業団立　高知医療センター ,,
K,千葉県,国立がん研究センター東病院 ,,
K,神奈川県,神奈川県立がんセンター ,,
K,愛知県,愛知県がんセンター ,,
K,山形県,山形県立中央病院 ,,
K,群馬県,群馬県立がんセンター ,,
K,千葉県,千葉県がんセンター ,,
K,東京都,東京医科歯科大学医学部附属病院 ,,
K,東京都,東邦大学医療センター大橋病院 ,,
K,神奈川県,横浜市立大学附属市民総合医療センター ,,
K,新潟県,新潟県立がんセンター新潟病院 ,,
K,静岡県,静岡県立静岡がんセンター ,,
K,兵庫県,独立行政法人労働者健康安全機構　関西労災病院 ,,
K,広島県,県立広島病院 ,,
K,愛媛県,独立行政法人国立病院機構　四国がんセンター ,,
K,埼玉県,防衛医科大学校病院 ,,
K,栃木県,地方独立行政法人　栃木県立がんセンター ,,
K,岐阜県,国立大学法人岐阜大学医学部附属病院 ,,
K,大阪府,大阪大学医学部附属病院 ,,
K,大阪府,大阪医科大学附属病院 ,,
K,大阪府,関西医科大学附属病院 ,,
K,兵庫県,兵庫医科大学病院 ,,
K,岡山県,財団法人　倉敷中央病院 ,,
K,大分県,大分大学医学部附属病院 ,,
K,東京都,東京医科大学病院 ,,
K,東京都,東京都立駒込病院 ,,
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,大阪府,国立病院機構大阪刀根山医療センター
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,宮城県,国立病院機構仙台西多賀病院 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,埼玉県,国立病院機構東埼玉病院 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,東京都,国立研究開発法人国立精神・神経医療研究センター 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,神奈川県,国立病院機構箱根病院 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,新潟県,国立病院機構新潟病院 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,石川県,国立病院機構医王病院 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,長野県,国立病院機構まつもと医療センター 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,岐阜県,国立病院機構長良医療センター 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,三重県,国立病院機構　鈴鹿病院 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,広島県,国立病院機構広島西医療センター 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,長崎県,国立病院機構長崎川棚医療センター 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,沖縄県,国立病院機構沖縄病院 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,千葉県,下志津病院 
K,44,TRPV２阻害薬経口投与療法　心不全（十三歳以上の患者に係るものであって、筋ジストロフィーによるものに限る。）,兵庫県,兵庫中央病院 
K,45,重粒子線治療　直腸がん（術後に再発したものであって、骨盤内に限局するものに限る。） ,千葉県,量子科学技術研究開発機構　放射線医学総合研究所病院
K,45,重粒子線治療　直腸がん（術後に再発したものであって、骨盤内に限局するものに限る。） ,群馬県,群馬大学医学部附属病院 
K,45,重粒子線治療　直腸がん（術後に再発したものであって、骨盤内に限局するものに限る。） ,神奈川県,神奈川県立がんセンター 
K,45,重粒子線治療　直腸がん（術後に再発したものであって、骨盤内に限局するものに限る。） ,佐賀県,九州国際重粒子線がん治療センター 
K,45,重粒子線治療　直腸がん（術後に再発したものであって、骨盤内に限局するものに限る。） ,兵庫県,兵庫県立粒子線医療センター 
K,45,重粒子線治療　直腸がん（術後に再発したものであって、骨盤内に限局するものに限る。） ,大阪府,大阪重粒子線センター 
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
K,46,,-,-
